isotope,abundance,centrewavnum,omega
198,0.0997,0.275099999998929,1.204188216222128e+16
199,0.1687,0.2679999999987194,1.2041880824828666e+16
200,0.231,0.1440000000002328,1.2041857467549234e+16
201,0.1318,0.1030000000027939,1.204184974457781e+16
202,0.2986,0.0,1.2041830342966664e+16
204,0.068,-0.1424000000042724,1.2041803519768348e+16
